YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2021,ARIZONA,"SANTA CRUZ",03,110,89894.43,0.97089,1.03997,20.67,11752.92,1.15405,0.99146,93,9340.81,0.64677,0.94333,142.08,8025.32,0.84752,0.97019,2053.5
2021,ARIZONA,YAVAPAI,03,120,83735.4,0.98904,1.01402,93.92,11347.26,0.88989,0.9908,1553,15037.22,0.80324,0.90345,843.67,9850.71,0.90058,0.97681,35794.67
2021,ARIZONA,YUMA,03,130,78776.89,0.96048,1.0069,168.83,10714.14,0.95307,0.99226,961.08,12494.48,0.80366,0.94253,1035.83,11264.73,1.0416,1.05321,14236.08
2021,ARKANSAS,ARKANSAS,04,000,68904.74,0.96569,0.99271,19.67,9738.54,0.93321,0.98254,346.58,10721.42,0.90309,1.00915,206.17,9417.2,0.95627,1.02617,1998.83
2021,ARKANSAS,ASHLEY,04,010,68055.25,0.9316,1.01891,54.17,10002.29,0.89488,0.99876,516.25,19746.08,0.96231,1.02027,290.25,10468.96,0.99014,1.05684,2580.75
2021,ARKANSAS,BAXTER,04,020,87425.4,0.98909,0.98491,31.75,10536.3,0.96082,0.97708,714.08,16313.67,1.04599,1.00048,354.33,9217.34,1.02725,1.04435,6830.92
2021,ARKANSAS,BENTON,04,030,71176.57,1.01973,0.98072,125.67,10409.97,0.96796,0.93328,1765,15136.69,0.96511,1.00735,939.67,9884.39,1.063,0.99155,16440.08
2021,ARKANSAS,BOONE,04,040,81811.73,1.06167,0.99785,31.08,8640.05,0.8376,0.94914,659.5,13371.43,0.92826,1.02807,356.67,8469.96,0.97057,1.04263,4240.92
2021,ARKANSAS,BRADLEY,04,050,60832.49,0.93002,1.0078,21.33,11552.8,0.97353,0.98396,251.42,16534.99,0.93984,1.00747,149.33,11189.62,1.03232,1.0721,1169.17
2021,ARKANSAS,CALHOUN,04,060,*,*,*,*,10380.22,0.83627,0.94253,91.33,16194.44,0.98846,1.04651,39.25,10643.48,1.02025,1.0413,519.67
2021,ARKANSAS,CARROLL,04,070,88638.89,0.93719,0.99788,17.17,8655.13,0.89412,0.93952,348.92,16047.32,0.94165,0.96651,223.58,8805.46,0.92322,0.99856,2611.17
2021,ARKANSAS,CHICOT,04,080,96146.21,0.91651,1.03531,26.75,13573.07,0.92711,1.03905,212.92,19821.25,1.01725,1.03382,177.08,10229.86,0.96315,1.06859,983.33
2021,ARKANSAS,CLARK,04,090,78275.67,0.99379,0.96251,19.67,7012,0.82966,0.97298,273.58,15633.16,1.0086,1.05832,159.83,9185.2,0.95311,1.03969,1903.5
2021,ARKANSAS,CLAY,04,100,70424.89,1.07862,1.02694,17.33,9636.94,0.9062,0.98629,352.5,15713.17,0.93107,1.03907,251,11040.86,0.99735,1.08379,1706.08
2021,ARKANSAS,CLEBURNE,04,110,58558.35,0.88462,0.99042,11.17,8793.41,0.87553,0.98259,555.5,16000.09,0.98773,1.03229,253,8854.6,0.95306,1.03765,4086.58
2021,ARKANSAS,CLEVELAND,04,120,*,*,*,*,9253.94,0.81401,0.95705,159.17,17933.12,0.94365,1.03563,67.25,10410.4,1.02318,1.0457,989.83
2021,ARKANSAS,COLUMBIA,04,130,66976.78,0.92673,0.97675,27.33,8255.15,0.79571,0.98028,496.83,17072.46,0.93148,1.00359,246.5,9417.05,0.95115,1.06143,2170.75
2021,ARKANSAS,CONWAY,04,140,74313.72,0.96701,1.02484,11.92,9925.52,0.87933,1.00875,395.58,14973.86,0.94117,1.04297,221.33,9367.18,0.91224,1.05524,2161.5
2021,ARKANSAS,CRAIGHEAD,04,150,66267.47,0.89274,0.97783,84.58,9888.06,0.87448,0.97089,1553.17,18353.97,0.93868,1.0086,608.75,10580.77,0.98345,1.03203,8445.58
